text,label
کیا آرنلڈ شوارزنیگر کو ہوٹل میں رہائش سے انکار کیا گیا تھا؟,0
چین نے 800 سال پرانی مسجد کو تباہ کر دیا۔,0
سانحہ جڑانوالہ: پولیس نے مرکزی ملزمان کے محلے دار کو گرفتار کرلیا,1
جمائمہ نے صارفین کو اپنے نام سے موجود جعلی ٹک ٹاک اکاؤنٹ سے خبردار کر دیا,1
پاکستانی ائیرلائنز کی یورپی ملکوں میں بحالی کیلئے کوششیں، ٹیم برسلزپہنچ گئی,1
کراچی میں اعلیٰ پولیس افسران بھی غیر محفوظ، ڈی ایس پی اور فیملی سے لوٹ مار,1
ویڈیو: مکہ میں تیز بارش اور کلاک ٹاور پر بجلی گرنےکا منظر,1
پاکستان اور بھارت میں زلزلہ آنے والا ہے۔,0
ڈپریشن سے ایک اور سنگین مرض سے متاثر ہونے کا خطرہ بڑھ جاتا ہے، تحقیق,1
ہندوستان کے وزیر صحت نے شہریوں کو چہرے کے ماسک نہ پہننے پر تھپڑ مارا,0
کراچی میں سچل تھانے کی پولیس موبائل پرگشت کے دوران دستی بم حملہ، 3 اہلکار شدید زخمی,1
شاہد آفریدی نے عماد وسیم کو ان کے جعلی سکینڈل پر سخت تنقید کا نشانہ بنایا,0
جنگ نیوز نے رپورٹ کیا کہ سنتھیا ڈی رچی نے پی ٹی آئی رہنما پر بدسلوکی کا الزام لگایا ہے۔ وہ خود سامنے آتی ہے اور یہ کہہ کر جعلی خبروں کا پردہ فاش کرتی ہے کہ اس نے ایسا کچھ ٹویٹ نہیں کیا۔,0
اسلام آباد: تمام اسپتالوں کو طبی خدمات کی ریٹ لسٹ لگانے کی ہدایات جاری,1
نارتھ کراچی میں مبینہ پولیس مقابلے میں 5 ڈاکو ہلاک,1
آئی سی سی ون ڈے رینکنگ جاری: بیٹرز میں بابر ٹاپ پر برقرار، حارث کی 7 درجے ترقی,1
پاکستان نے پورے جموں و کشمیر کو بھارت کا حصہ تسلیم کر لیا ہے۔ حکومت پاکستان کی ویب سائٹ پر ایک نقشہ بھی یہی دکھاتا ہے,0
ثقلین مشتاق دوبارہ نیوزی لینڈ کے کوچنگ پینل میں شامل,1
اکتوبر 2020 میں پاکستانی شہر پشاور میں ایک اسلامی مدرسے میں ہونے والے بم دھماکے کے بعد کی تصاویرہیں,0
جوان افراد میں ہارٹ اٹیک کی شرح میں مسلسل اضافہ کیوں ہو رہا ہے؟,1
بینک سے لیا گیا قرض واپس ادا نہ کرنے پر سنی دیول کا گھر نیلامی کیلئے پیش,1
اپنی حفاظت کرتے لوگوں کی اس تصویر کا اسرائیل- فلسطین کے حالیہ تشدد سے کوئی تعلق نہیں ہے,0
گوہر رشید چہرے پر موجود نشانات کی سرجری کیوں نہیں کرواتے؟,1
ہاتھ کی چھوٹی انگلی کی لمبائی دیکھیں اور شخصیت کے پوشیدہ راز جانیں,1
کرسٹیانو رونالڈو کے بڑے پیمانے پر عطیات کے بارے میں جعلی خبروں نے بھارت کے سیلاب کے عذاب میں اضافہ کر دیا۔,0
امریکا میں سال 2022 میں خودکشی کی شرح میں ریکارڈ اضافہ: رپورٹ,1
فریدہ جلال نے اپنی موت کی افواہوں پر تنقید کی۔,0
الیکشن کمیشن صدر کی دی ہوئی تاریخ پر الیکشن کرانے کا پابند ہے: مصدق ملک,1
پاکستانی فوج کے زیر تحفظ دہشت گرد پی او کےلانچ پیڈ پر انتظار کر رہے ہیں,0
ایسی 'جادوئی' دوا جو کچھ بھی کھانے کے باوجود موٹا نہیں ہونے دیتی,1
’شام ہوئی تو ہم سے کہا گیا جو ہوسکے آپ کرلیں‘، بٹگرام واقعہ کے ہیرو صاحب خان کی گفتگو,1
جموں کشمیر میں موٹرسائیکل سے اسلحہ پکڑا گیا,0
نقشوں کی منظوری پر پابندی عائد,1
پاکستان کے صدر عارف علوی نے عہدہ سنبھالنے کے بعد ائیرپورٹ کے لاؤنج میں سوئے ہوئے تصویر کشی کی,0
توشہ خانہ سے القادرٹرسٹ تک کرپشن میں ملوث شخص کوبچانےکیلئےچیف جسٹس سرگرم ہیں: نواز شریف,1
پاکستانی F-16 پائلٹ شہز الدین بھارتی فضائیہ کے ساتھ جھڑپ میں جان کی بازی ہار گئے۔ بھارتی پراپیگنڈہ جھوٹی خبر نکلی۔,0
طالب علم کو GCWUF میں زیادتی یا قتل کیا گیا تھا۔,0
ویڈیو میں پاکستان میں سیلاب دکھایا گیا ہے,0
کاسمیٹک سرجری کروانے کی خاطر خاتون نے اپنا گھر بیچ ڈالا,1
کرناٹک میں کانگریس کی ریلی میں پاکستانی پرچم لہرایا گیا۔,0
شہلا راشد نے پاکستان کے جھنڈے کے پرنٹ والی ساڑھی پہنی,0
جعلی خبریں: پاپ اسٹار حدیقہ کیانی نے جعلی منشیات کے بارے میں برطانوی ویب سائٹ پر تنقید کی۔,0
ریلائنس جیو کے ٹاورز کو نقصان پہنچانے کے بعد اب ہندی میں ناموں والے سائن بورڈز کو سیاہ کیا جا رہا ہے۔ کیا وہ کسان ہیں؟,0
ملکی مستقبل کیلئے رہنماؤں کا انتخاب کرنا پاکستانی عوام کا کام ہے: امریکی سفیر,1
بیرون ملک مقیم پاکستانیوں نے جولائی 2023 میں 2 ارب 2 کروڑ ڈالر وطن بھیجے,1
ہندوستانی آئین کا آرٹیکل 35A پاکستانی مسلمانوں کو شہریت فراہم کرتا ہے,0
پاکستان کی سپریم کورٹ نے سابق وزیراعظم عمران خان کی گرفتاری کو درست قرار دے دیا۔,0
یہ کشمیر میں پولیس کے مظالم کی ویڈیو ہے,0
ایس عربیہ کا دعویٰ، QNA کی 'جعلی خبریں' مفاہمت کی امیدوں کو ختم کر دیتی ہیں۔,0
کراچی میں گرمی کی لہر سے ہلاکتوں کی افواہیں جھوٹی ہیں، ترجمان ایدھی,0
محکمہ صحت ، پنجاب ، پاکستان نے’مہلک کورونا وائرس‘ کی موجودگی کی وجہ سے پولٹری پر فوری پابندی کا مطالبہ کیا ہے,0
بے ہودہ جعلی خبریں، رمیز راجہ نے فیس بک پیج کی طرف سے ان سے غلط منسوب اقتباس کا مذاق اڑایا,0
خیبرپختونخوا کے سرکاری اسکولوں کی میٹرک امتحانات میں ناقص کارکردگی,1
غیرملکی سرمایہ کاروں کا پاکستان پر مزید اعتماد بحال ہونے لگا,1
ہر کچن میں موجود وہ عام چیز جو جسمانی چربی کو گھلانے کیلئے مفید,1
ضلع کاسرگوڈ میں میلاد النبی کا جلوس نکالا گیا، پاکستانی پرچم لہرائے گئے,0
کیرالہ کے طلباء نے پاکستانی پرچم لہرایا,0
پولیس کو عمران خان کو 9 مئی سے متعلق 6 مقدمات میں شامل تفتیش کرنے کی اجازت,1
وہ عام ترین عادت جسے بل گیٹس نے طاقتور اور تیز دماغ کے لیے اہم ترین قرار دیا,1
کینسر کے علاج میں اہم پیشرفت، سائنسدانوں نے ٹھوس ٹیومر کو ختم کرنے والی گولی بنالی,1
نواز شریف نے واقعی کرپشن کی وجہ سے ڈیووس میں تقریر کرنے سے منع کیا۔,0
مریم اورنگزیب اتنی ہٹ ہیں اگر انکی فلم ریلیز ہوئی تو ’سُپر ہٹ‘ ہوگی: بشریٰ انصاری,1
ویڈیو میں دکھایا گیا ہے کہ ایک مولوی مدرسہ میں ایک نابالغ طالبہ کے ساتھ چھیڑ چھاڑ کر رہا ہے,0
لوگوں نے دعویٰ کیا کہ انہوں نے عمران خان کو حراست میں لے لیا ہے اور وہ اسے قتل کر دیں گے۔,0
پاکستان کے شہر کراچی میں حزب اختلاف کے احتجاج کے دوران ہندوستانی پرچم لہرایا گیا۔,0
نیواڈا کے پولنگ سسٹم سے ایک پاکستانی کمپنی نے سمجھوتہ کیا ہے جس کا سرکاری انٹیلی جنس سے تعلق ہے,0
پرفیوم لگانے پر جھگڑا، شوہر نے بیوی کو گولی ماردی,1
یوٹیلیٹی اسٹورز کی سبسڈی ختم، بینظیر انکم سپورٹ مستحقین کیلئے چینی اور گھی مہنگا,1
پاکستانی وزیر اعظم عمران خان کی امریکی تقریر کے لیے کھچا کھچ بھرا سٹیڈیم ہے,0
نئی دہلی: ہندی کی کتاب بھول جانے پر ہندو استادکا مسلمان طالب علم پر وحشیانہ تشدد,1
کرکٹ میچ کے دوران پیشاب کرنے والا شخص پاکستانی ہے,0
پاکستانی ڈیفنس اکاؤنٹ نے راہول گاندھی کے ٹویٹ کو ریٹویٹ کیا,0
ایک ہندوستانی شخص 27 فروری کا ایک اخبار پڑھ رہا ہے جس میں پاکستان میں ایک دن پہلے ہونے والے فضائی حملوں کی تفصیل ہے۔ ہندوستان اور پاکستان کی حالیہ جھڑپوں کے دوران، سوشل میڈیا پر جعلی خبروں کا ایک سیلاب، بعض اوقات روایتی میڈیا کے ذریعہ اٹھایا جاتا ہے، جس نے کشیدگی میں اضافے کے مطالبات کو ہوا دی۔,0
روزانہ کچھ مقدار میں گریاں کھانا ڈپریشن جیسے مرض سے بچانے کیلئے مفید,1
آسام میں اے آئی یو ڈی ایف کے حامیوں نے پاکستان زندہ باد کے نعرے لگائے,0
الیکشن ایکٹ ترمیم کے بعد کمیشن کو انتخابات کی تاریخ دینے کا اختیار ہے: چیف الیکشن کمشنر کا صدر کو جوابی خط,1
پاکستان کا جعلی پروگرام نشر کرنے پر بھارتی چینل کے خلاف قانونی کارروائی پر غور,0
پاکستانی ٹک ٹاک سٹار اگست 2020 میں ایک کار حادثے میں ہلاک ہو گیا۔,0
امریکا: ڈونلڈ ٹرمپ کو قتل کی دھمکیاں دینے والی خاتون گرفتار,1
ٹیکساس مسجد کی طرف سے سمندری طوفان ہاروی کے متاثرین کو پناہ دینے سے انکار کی کہانی جعلی ہے,0
اوورسیز پاکستانیوں کیلئے پراپرٹی کی خرید و فروخت پر فرضی آمدن کا اطلاق نہیں ہوگا: ایف بی آر,1
سعودی شہر ریاض جانے والی پرواز میں ایمرجنسی، کویت سٹی واپس اتار لیا گیا,1
راہداری منصوبے کو 10 سال مکمل ، اسٹیٹ بینک نے یادگاری سکہ جاری کردیا,1
ہندوستانی فوج نے 19 نومبر 2020 کو پی او کے کے اندر ایک اور حملہ کیا,0
ہندوستان کے ایک شاپنگ سینٹر میں بغیر سماجی فاصلے کے خریداری کرنے والے لوگوں کی ویڈیوہے,0
پاکستان میں ایک ڈاکٹر ضرورت مندوں کو مفت علاج پیش کر رہا ہے۔,0
باربی کا کردار ادا کرنے والی اداکارہ کو کتنا معاوضہ دیا گیا؟,1
پاکستانی قانون سازوں نے ہندوستانی وزیر اعظم نریندر مودی کے حق میں نعرہ لگایا,0
پنجاب میں رامیللا اسٹیج کی تصویر تباہ ہوگئی,0
کسانوں نے احتجاج کے دوران کشمیر بنے گا پاکستان کے نعرے لگائے,0
سمندر میں پھنس جانے والے شخص کو 30 گھنٹوں بعد بچالیا گیا,1
دن کا وہ وقت جب دفتری ملازمین سب سے زیادہ غلطیاں کرتے ہیں,1
ملک میں سونے کی فی تولہ قیمت 400 روپے کم ہوگئی,1
پاکستان اسٹاک ایکسچینج میں کاروبار کا مثبت دن,1
ویڈیو میں نظر آنے والا شخص بی جے پی لیڈر امیش سنگھ ہے جسے کسانوں کی ریلی میں پاکستان کے حق میں نعرہ لگانے پر لوگوں کو مارا پیٹا جا رہا ہے,0
ہندوستان مدرسوں میں طلباء کو جنسی زیادتی کا نشانہ بنایا گیا,0
ویڈیو میں ہجوم کو عوامی طور پر ایک مولوی کو شرمندہ کرتے ہوئے دکھایا گیا ہے جو پانچ سال کی لڑکی سے بدتمیزی کرتے ہوئے پکڑا گیا تھا,0
وہ شخص جس کی ہچکیاں 68 سال تک رک نہیں سکیں,1
ایران نے پاکستان کو تیل کی فراہمی معطل کردی,0
 CPEC  کے بارے میں خطرناک افواہیں,0
کرونا وائرس ایک سازش ہے۔,0
آسٹریلیا کی بگ بیش لیگ کیلئے نامزدگیاں، پاکستانی کرکٹر بھی شامل,1
ہندی سائن بورڈز پر سکھوں کی کالی پینٹ لگانے کی ویڈیو کسانوں کے احتجاج کے اصل ایجنڈے کو بے نقاب کرتی ہے۔ کسانوں کی تحریک کی آڑ میں خالصتانیوں کا صرف ایک ہی ایجنڈا ہے - ہندی اور ہندوؤں کی مخالفت کرنا ہے,0
تصویر میں بھارتی فضائی حملے کے بعد پاکستان میں کھودی گئی اجتماعی قبریں دکھائی دے رہی ہیں,0
ویڈیو میں دکھایا گیا ہے کہ پاکستان میں غزنوی میزائل کا تیرواں تجربہ ناکام ہوگیا,0
ڈیزل کی قیمتوں میں اضافہ، محکمہ ریلوے نے مسافر ٹرینوں کا کرایہ بھی بڑھا دیا,1
بغیر فضائی سفر کے 10 سال میں پوری دنیا گھومنے والا شخص,1
اس بات کا امکان ہے کہ یہ زہریلی گیس کسی ایسے پڑوسی ملک نے چھوڑی ہو جو ہم سے خوفزدہ ہو,0
عمران خان نے برطانوی وکیل کو اپنا کیس عالمی اداروں میں اٹھانے کی ہدایت کردی,1
جلد نیند کیسے آئے؟ نیند سے متعلق گوگل پر سب سے زیادہ سرچ کیے جانیوالے 5 دلچسپ سوالات,1
صحافی کو سپریم کورٹ سمیت تمام اداروں سے معلومات لینے کا حق ہے: جسٹس فائز عیسٰی,1
بھارت: ریلوے کا زیر تعمیل پل گرنے سے 17 مزدور ہلاک,1
ویگنر گروپ کے سربراہ کی موت کے پیچھے پیوٹن کا ہاتھ ہوسکتا ہے: جوبائیڈن,1
بٹگرام واقعہ: چیئر لفٹ کا مالک اور آپریٹر گرفتار,1
نکاح کی رات ہی شادی سے پہلے کی تصاویر ڈیلیٹ کروا دی گئی تھیں: کرن اشفاق,1
کسانوں نے خالصتان کے حق میں ریلی نکالی,0
اڈانی ایگری لاجسٹکس لمیٹڈ پارلیمنٹ میں تین فارم بلوں کی منظوری کے بعد پنجاب میں اناج کے سائلوز قائم کر رہی ہے,0
نوجوانوں کی ویڈیو خالصتان اور پاکستان کے حق میں نعرے لگانے والے کسانوں کے جاری احتجاج کی ہے,0
کولکتہ میں ایک سڑک پر پاکستانی جھنڈےدیکھے گئے ہیں,0
’دل دل پاکستان جان جان ترکیہ‘، ارطغرل غازی کے اداکار کی پاکستانیوں کو مبارکباد,1
ویڈیو میں پاکستان میں مذہبی تبدیلی سے منسلک ہونے کا دعوی کیا گیا ہے,0
ماہرہ خان متنازعہ افواہیں,0
ایک جھوٹی خبر ہے کہ 3 وزراء کرپشن کے الزام میں زیر تفتیش ہیں۔ وزیر اطلاعات نے حقائق بتائے ہیں کہ ایسی کوئی تحقیقات نہیں ہو رہی۔,0
بزرگ بس ڈرائیور کو مردوں نے ہراساں کیا جو پاک پرچم کو نہیں پہچان سکتے ہیں,0
سوئیڈش حکومت کا قرآن پاک کی توہین روکنےکیلئے قانونی امکانات پر غور,1
ملک میں تعمیراتی سریے کی فی ٹن قیمت میں 10 ہزار روپے اضافہ ہوگیا,1
ورلڈ بلائنڈ گیمز کرکٹ، ناقابل شکست پاکستانی ٹیم نے مسلسل چوتھی فتح حاصل کرلی,1
ناگپور پولیس کے ذریعہ لاپتہ بچے کی ویڈیودکھاتی ہے,0
تصویر میں بھارتی جنگی طیاروں کی پاکستان میں اہداف کو نشانہ بنانے کی ویڈیو دکھائی گئی ہے,0
بگ باس کی ایک کروڑ کی آفر ’پان‘ نہ ملنے کی وجہ سے ٹھکرا دی: رؤف لالا,1
جسٹس فائز عیسیٰ کے بارے میں ایک کیس جاری ہے جس میں ان سے کہا جا رہا ہے کہ وہ اپنی اہلیہ کی جائیداد کی منی ٹریل فراہم کریں۔ انہوں نے منی ٹریل سامنے آنے کے بجائے وزیر اعظم عمران خان پر الزام تراشی شروع کر دی۔ ڈیجیٹل میڈیا پر وزیر اعظم کے فوکل پرسن ڈاکٹر ارسلان خالد نے جسٹس فائز عیسیٰ کو جواب دے دیا,0
اکشے کمار کے سنی دیول کو گھر بچانے کیلئے 40 کروڑ دینے کے معاملے کا ڈراپ سین,1
ویڈیو میں دکھایا گیا ہے کہ افغانستان سے لوگ نوول کورونا وائرس کا ٹیسٹ کیے بغیر پاکستان میں داخل ہو رہے ہیں,0
طارق عزیز مرنے سے قبل اپنی آنکھیں عطیہ کرنا چاہتے تھے: اہلیہ کا انکشاف,1
برطانوی تاریخ میں بچوں کی بدترین سیریل کلر نرس پر 7 نومولود بچوں کو قتل کرنے کا جرم ثابت,1
ٹی ٹی پی نے پنجاب حکومت کے ہیلی کاپٹر کے عملے کو یرغمال بنانے کی تردید کی ہے۔,0
"پاکستانی نیوز اینکر کی بیوی ایک پلے کارڈ دکھا رہی ہے جس میں برہنگی میں ""کوئی شرم نہیں"" کو فروغ دیا گیا ہے",0
آج بھی ماہرہ خان کے ساتھ کام نہیں کرسکتا: خلیل الرحمان کا ایک بار پھر انکار,1
فاطمہ ہلاکت کیس: مرکزی ملزم اسد شاہ کی مریدوں سے خفیہ ملاقاتوں کا انکشاف,1
وہ عام غلطیاں جو کمر درد کا شکار بنا دیتی ہیں,1
ریاض: عمرے سے واپس جانیوالے خاندان کو ٹریفک حادثہ، 4 بچے اور باپ جاں بحق,1
ہندوستانی زیر انتظام کشمیر میں پولیس موٹرسائیکل سے گولہ بارود کی بازیافت کر رہی ہے,0
سلچر ہوائی اڈے پر اے آئی یو ڈی ایف کے سربراہ مولانا بدرالدین اجمل کا استقبال کرتے ہوئےپاکستان زندہ باد کے نعرے لگائے گئے,0
اسلام آباد ہائی کورٹ نے پائلٹ کا جعلی لائسنس بحال کرتے ہوئے کی معلومات کو غلط قرار دے دیا۔,0
24 نیوز اس پر دوبارہ، انہوں نے 2 دن پہلے ایک جعلی خبر نشر کرنے پر معذرت کی تھی، اور آج انہوں نے ایک اور جعلی خبر نشر کی ہے۔ پی ٹی آئی ٹویٹر کی ڈپٹی لیڈ رابعہ ملک نے بے نقاب کیا۔,0
ثانیہ مرزا کو پاکستان میں حجاب پہننے پرمجبور کیا,0
تبلیغی جماعت کے ایک رکن کی آئسولیشن وارڈ میں برہنہ دوڑتے ہوئے اور تباہی پھیلانے کی ویڈیوہے,0
دواؤں کی قیمت میں اضافہ نہیں کیا: ڈریپ نے وضاحت جاری کردی,1
بیشتر افراد کی پسندیدہ وہ چیز جو جگر کے امراض کا شکار بنا سکتی ہے,1
پاکستان کے وسائل سے مالا مال صوبہ بلوچستان میں علیحدگی پسند باغیوں کا کہنا ہے کہ انہوں نے ایک فوجی ہیلی کاپٹر کو مار گرایا جو پیر کو سیلاب سے متعلق امدادی کارروائی کے دوران گر گیا تھا، جس میں ایک اعلیٰ فوجی کمانڈر سمیت سوار تمام چھ افراد ہلاک ہو گئے تھے۔,0
خاتون کی چاکلیٹ بار سے انسانی انگلی نکل آئی,1
خواجہ آصف کی بیٹی کی نئی وائرل ویڈیو میں وحشیانہ رقص,0
یہ لاہور میں ایک استاد ہے جسے اس کے اسکول نے شہوانی شخصیت رکھنے پر معطل کردیا تھا,0
لوگوں کے بال سفید کیوں ہوتے ہیں؟ سائنس کا جواب جان لیں,1
دی نیوز کی سابق ایڈیٹر شاہین صہبائی نواز شریف کی جعلی تصویر پر مداحوں کی جانب سے ٹرول,0
ویڈیو میں پی آئی اے کے مسافر طیارے کی خوفناک فوٹیج دکھائی گئی ہے جس نے پاکستان میں 90 مسافروں کو کچل دیا تھا,0
وزیر اعظم عمران خان کی ایک پرانی تصویر پیپلز پارٹی کے حامیوں کی جانب سے پھیلائی جا رہی ہے جس میں وہ منفی پروپیگنڈا کر رہے ہیں۔ دعویٰ کیا جا رہا ہے کہ وزیر اعظم عمران خان نے کوئی ماسک نہیں پہنا ہوا لیکن حقیقت میں یہ پرانی تصویر ہے۔,0
برقعہ کی آڑ میں جسم فروشی کے دوران شاہین باگ خواتین کی پکڑی جانے کی ویڈیوہے,0
ویڈیو میں دکھایا گیا ہے کہ ایک پاکستانی خاتون نے اپنے بچوں کے لئے پولیو قطرے سے انکار کردیا,0
پاکستان میں 2019 کے بس حادثے کی فوٹیج پی آئی اے کے حادثے کی ویڈیو کے طور پر منظر عام پر آگئی,0
گوگل، فیس بک اور ٹوئٹر نے پاکستان میں اپنی سروسز بند کرنے کی دھمکی دی ہے۔,0
پاکستانی قانون ساز نفیسہ شاہ کو فلاحی ادائیگی ملتی ہے,0
چیف جسٹس کا چیئرمین پی ٹی آئی کی وکالت کرنا عمران خان کو اچھا نہیں بنا سکتا: مریم,1
اسد عمر نے پریس کانفرنس کرتے ہوئے کہا کہ وزیراعظم کو غریبوں کی صورتحال کا اندازہ تھا لیکن یہ بیان اس لیے پیش کیا جارہا ہے کیونکہ وزیراعظم عمران خان کو کورونا کیسز کی صورتحال کا علم تھا۔,0
شمالی ہندوستان کے پنجاب میں پولیس خاتون کی عصمت دری کی تصاویرہیں,0
9 مئی کے احتجاج کے دوران میانوالی میں جلایا گیا پی اے ایف جیٹ ایم ایم عالم کا نہیں تھا۔,0
کیا لندن پولیس نے عمران خان کے بیٹے کو گرفتار کر لیا؟ سوشل میڈیا کی گپ شپ ختم ہوگئی,0
انٹر بینک اور اوپن مارکیٹ میں امریکی ڈالر کی قدر میں معمولی کمی,1
امریکی ایئرپورٹ پر پاکستانی وزیراعظم کی پٹی کی تصویر تلاشی لی گئی۔,0
کنہیا کمار اپنی تقریر کو نقشہ کے ساتھ پیش کررہے ہیں جس میں کشمیر کو پس منظر میں پاکستان کا ایک حصہ دکھایا گیا ہے,0
کراچی میں دن دیہاڑے لڑکی سے نازیبا حرکت کا ایک اور واقعہ، ویڈیو سامنے آگئی,1
پنجاب پولیس وائرل ویڈیو میں اس شخص کی تردید نہیں کر رہی,0
بالی وڈ کی ان 6 اداکاراؤں کی شادی کے جوڑے کی قیمت کیا تھی؟ سب سے مہنگا کس نے پہنا؟,1
سندھ حکومت نے حال ہی میں دعویٰ کیا ہے کہ انہیں وفاقی حکومت سے کوئی وینٹی لیٹر نہیں ملا ہے۔ لیکن سماء نیوز نے اس جھوٹے دعوے کا پردہ فاش کیا اور سندھ حکومت کو فراہم کیے جانے والے وینٹی لیٹرز کی دستاویزات سامنے لائی ہیں۔,0
روسی صدر پیوٹن اس تصویر میں عمران خان کی کتاب پڑھ رہے ہیں۔,0
پی ایف اے کی ’آئرن لیڈی‘ عائشہ ممتاز کا ویڈیو- کرپشن الزامات,0
نجیبہ کے ساتھ وائرل ویڈیوز پر مداحوں کو تجسس، فیروز خان کا ردعمل آگیا,1
پاکستانی ڈاکٹروں نے ہندوستان کے ڈاکٹروں کی ہڑتال کی حمایت کا مظاہرہ کرنے کے لئے مارچ کیا,0
جعلی خبریں نشر کرنے پر دنیا نیوز کو نوٹس جاری,0
کیا اکثر رات کو اچانک ٹانگوں میں شدید تکلیف ہوتی ہے؟,1
ویڈیو: کراچی کے علاقے انچولی میں ملزمان ہوٹل میں بیٹھے افراد سے لوٹ مار کر کے فرار,1
بھارتی فوج نے پاکستان کے زیر قبضہ کشمیر میں فضائی حملے کرکے دہشت گردوں کے متعدد کیمپوں کو تباہ کردیا,0
وزیراعلیٰ پنجاب نے پہلے ہی پنجاب سے پٹواری اور قانون گو کیڈرز کو مرحلہ وار ختم کرنے اور نوجوان، تعلیم یافتہ اور اچھی تربیت یافتہ (5 ماڈیولز بشمول آئی ٹی سلوشنز میں) ویلج آفیسرز کا ایک نیا کیڈر متعارف کرانے کا اعلان کیا ہے۔,0
پاکستان کی نئی زرعی پالیسی، سری لنکن تاجروں کی دلچسپی,1
متحدہ عرب امارات نے اسرائیل کے بارے میں پاکستان کے موقف کی وجہ سے پاکستانیوں کے لئے ویزا پر پابندی عائد کردی ہے,0
ڈان کے مطابق ایک پاکستانی پائلٹ کو لڑاکا طیارے کے اندر پیشاب کرتے ہوئے پکڑا گیا۔ جب اس سے سوال کیا گیا تو اس نے کہا کہ اللہ نے اسے خواب میں ایسا کرنے کو کہا تھا تاکہ جیٹ کی کارکردگی میں اضافہ ہو,0
تھرپارکر میں غذائی قلت اور مختلف بیماریوں میں مبتلا 6 بچے انتقال کرگئے,1
ایوانِ صدر نے الیکشن کمیشن کے جوابی خط پر وزارت قانون کی رائے طلب کرلی,1
24 نیوز نے وزیراعظم عمران خان کے دورہ کراچی کے دوران کھانے کے حوالے سے کھلا جھوٹ نشر کیا۔ انہوں نے ایک کہانی بنائی ہے کہ پی ایم کو ان کے دورے پر 34 ڈشز پیش کی گئیں۔,0
کراچی میں بجلی کا ایک یونٹ 1500 روپے کا؟ شہری پھٹ پڑے,1
ایف اے ٹی ایف گرے لسٹ سے چھٹکارہ، پاکستان کو 100 ارب روپے سے زائد کا فائدہ,1
پاکستان میں مسلمان مردوں کی ایک ہندو لڑکی کو زبردستی اٹھانے کی ویڈیو,0
کیا پاکستان کو ریکوڈک کیس میں 4 ارب ڈالر ادا کرنا ہوں گے؟ جھوٹی خبروں نے ملک میں خوف و ہراس پھیلا دیا۔,0
بھارتی اداکارہ ہوٹل کے کمرے میں چھپے خفیہ کیمرے سے کیسے بچیں؟,1
پاکستان کے سابق وزیر اعظم عمران خان نے گرفتاری منسوخ ہونے کے بعد ضمانت منظور کر لی,0
لکی مروت میں دو گروپوں میں فائرنگ سے 4 افراد جاں بحق,1
عمران خان افطار سے پہلے جوس پیتے ہوئے۔,0
پاکستان زندہ باد کے نعرے لگانے پر بی جے پی لیڈر امیش سنگھ کو کسانوں نے زدوکوب کیا,0
وائرل ویڈیو میں کسانوں کے احتجاج کے ایک حصے کے طور پر پنجاب میں جیو موبائل ٹاور جل رہا ہے,0
بجلی 5 روپے 40 پیسے فی یونٹ مہنگی کرنے کی منظوری,1
کے الیکٹرک کا عملے سے بدسلوکی پر قانونی کارروائی کا اعلان,1
تیلگو کامیڈین سدھاکر نے اپنی موت کی افواہوں کی وضاحت کی۔,0
